Song,Duration,ExplicitContent,Year,Popularity,Danceability,Intensity,Loudness,SpokenWords,Acousticness,Instrumentalness,Liveness,Tempo,Genre
Supermassive Black Hole (Muse),212439.0,False,2006.0,High,0.6679999999999999,0.9209999999999999,-3.727,No,0.0492,0.00517,0.0877,120.0,Rock
Gimme That (Chris Brown),186826.0,False,2005.0,High,0.6779999999999999,0.5720000000000001,-7.0329999999999995,No,0.00374,6.59e-05,0.11800000000000001,87.165,Pop
From Paris to Berlin (Infernal),209666.0,False,2004.0,Low,0.741,0.8690000000000001,-6.534,No,0.096,0.0,0.0396,126.069,Pop
Me & U (Cassie),192213.0,False,2006.0,High,0.8029999999999999,0.45399999999999996,-4.802,No,0.35200000000000004,0.0,0.0655,99.99,Pop
U and Dat (feat. T. Pain & Kandi Girl) (E-40),202720.0,True,2006.0,High,0.858,0.484,-7.4479999999999995,Yes,0.0241,1.8000000000000001e-06,0.12300000000000001,99.992,Pop
Beep (The Pussycat Dolls),229360.0,False,2005.0,Low,0.938,0.735,-6.382000000000001,No,0.00952,0.0,0.0998,103.7,Pop
Snap Yo Fingers (Lil Jon),274386.0,False,2006.0,High,0.835,0.757,-5.029,Yes,0.00647,0.0,0.29,82.038,Pop
My My My - Radio Edit (Armand Van Helden),190000.0,False,2006.0,Low,0.6779999999999999,0.768,-8.502,Yes,0.0195,0.00866,0.0322,127.51,Pop
"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster (The Notorious B.I.G.)",286186.0,True,2005.0,High,0.833,0.628,-7.041,Yes,0.0949,1.6e-06,0.282,106.32799999999999,Rock
It's Goin' Down (feat. Nitti) (Yung Joc),241840.0,True,2006.0,High,0.888,0.5770000000000001,-7.702000000000001,No,0.0986,0.0,0.131,84.00299999999999,Pop
No Promises (Shayne Ward),223066.0,False,2006.0,Low,0.5,0.498,-6.087000000000001,No,0.527,0.0,0.12300000000000001,79.798,Pop
My Love (feat. T.I.) (Justin Timberlake),276160.0,False,2006.0,High,0.7709999999999999,0.68,-5.881,Yes,0.27699999999999997,1.18e-05,0.682,119.95200000000001,Pop
Savin' Me (Nickelback),219320.0,False,2005.0,High,0.441,0.815,-4.088,No,0.000731,0.0,0.414,164.007,Rock
Grillz (Nelly),271160.0,False,2005.0,High,0.867,0.504,-7.737,Yes,0.0358,0.0,0.307,82.99600000000001,Pop
Patience (Take That),202066.0,False,2006.0,High,0.309,0.7829999999999999,-4.154,No,0.142,1.11e-06,0.11800000000000001,175.78799999999998,Pop
London Bridge (Fergie),241306.0,True,2006.0,Low,0.769,0.609,-5.894,Yes,0.21600000000000003,0.0,0.166,90.95100000000001,Pop
Everytime We Touch - Radio Edit (Cascada),199120.0,False,2011.0,Low,0.64,0.977,-5.369,No,0.00461,1.6800000000000002e-05,0.371,142.019,Pop
Laffy Taffy (D4L),224253.0,True,2005.0,High,0.8909999999999999,0.439,-7.994,Yes,0.0351,0.0,0.0932,77.499,Pop
Control Myself (LL Cool J),233973.0,False,2006.0,Low,0.825,0.8759999999999999,-6.556,Yes,0.00928,1.2e-05,0.205,120.066,Pop
Deja Vu (feat. Jay-Z) (Beyoncé),240280.0,False,2007.0,Low,0.644,0.746,-4.941,Yes,0.0071,1.22e-05,0.0743,105.25299999999999,Pop
Stupid Girls (P!nk),197173.0,True,2006.0,Low,0.6829999999999999,0.8859999999999999,-5.045,No,0.0007379999999999999,0.0018800000000000002,0.0524,100.04,Pop
When I'm Gone (Eminem),281320.0,True,2005.0,High,0.618,0.746,-5.476,Yes,0.0553,0.0,0.273,75.27199999999999,Rock
Bossy (Kelis),273973.0,False,2006.0,Low,0.9059999999999999,0.633,-5.316,Yes,0.000182,8.34e-06,0.057999999999999996,84.021,Pop
Love Generation - Radio Edit (Bob Sinclar),207613.0,False,2005.0,Low,0.715,0.812,-5.757999999999999,No,0.175,0.000134,0.044000000000000004,128.04,Pop
Thunder in My Heart Again (Radio Edit) (Meck),189800.0,False,2005.0,Low,0.679,0.922,-4.67,No,0.000241,0.69,0.0697,129.016,Rock
Be Without You - Kendu Mix (Mary J. Blige),246333.0,True,2005.0,High,0.726,0.7,-5.881,No,0.0717,0.0,0.262,146.559,Pop
Something Kinda Ooooh (Girls Aloud),201590.0,False,2012.0,Low,0.6809999999999999,0.9079999999999999,-3.918,No,0.0232,0.0,0.355,131.925,Pop
Unfaithful (Rihanna),,False,2006.0,High,0.588,0.391,-8.607000000000001,No,0.8390000000000001,0.0,0.22699999999999998,144.069,Pop
Touch The Sky (Kanye West),236600.0,True,2005.0,High,0.552,0.846,-4.912,Yes,0.0114,0.0,0.309,98.56,Rock
"Lean Wit It, Rock Wit It (Dem Franchize Boyz)",229813.0,True,2006.0,High,0.8859999999999999,0.62,-5.854,Yes,0.08199999999999999,0.0,0.1,76.035,Pop
Call Me When You're Sober (Evanescence),214706.0,False,2006.0,High,0.45,0.883,-4.093999999999999,No,0.00193,0.0,0.293,93.41,Rock
Pullin' Me Back (Chingy),234133.0,True,2006.0,High,0.7859999999999999,0.511,-6.66,Yes,0.0825,0.0,0.12,80.0,Pop
Far Away (Nickelback),238173.0,False,2005.0,High,0.518,0.797,-5.153,No,0.000681,0.0,0.107,132.918,Rock
"Dance, Dance (Fall Out Boy)",180266.0,False,2005.0,High,0.622,0.961,-3.198,Yes,0.005229999999999999,0.0,0.0854,114.45200000000001,Rock
A Moment Like This (Leona Lewis),257293.0,False,2007.0,Low,0.261,0.562,-3.667,No,0.423,7.54e-06,0.131,,Pop
What You Know (T.I.),274333.0,True,2006.0,High,0.551,0.81,-4.365,No,0.0155,0.0,0.16899999999999998,73.464,Pop
Money Maker (Ludacris),230613.0,True,2006.0,High,0.551,0.598,-6.79,Yes,0.15,0.0,0.299,78.756,Pop
What's Left Of Me (Nick Lachey),244613.0,False,2006.0,Low,0.42,0.742,-5.665,No,0.142,0.0,0.145,149.965,Pop
Chain Hang Low (Jibbs),207586.0,True,2006.0,,0.792,0.589,-6.869,Yes,0.0259,0.000128,0.114,157.14700000000002,Pop
When The Sun Goes Down (Arctic Monkeys),202133.0,True,2006.0,High,0.348,0.875,-4.758,Yes,0.0341,0.0,0.11699999999999999,169.15200000000002,
Life is a Highway (Rascal Flatts),276773.0,False,2006.0,Low,0.561,0.9359999999999999,-5.409,No,0.00185,0.0,0.102,103.055,Rock
Check On It (feat. Slim Thug) (Beyoncé),211186.0,False,2006.0,Low,0.7,0.887,-3.887,Yes,0.0805,0.0,0.376,166.104,Pop
Love (Keyshia Cole),255333.0,False,2005.0,High,0.688,0.519,-4.285,No,0.064,0.0,0.1,116.714,Pop
Smile (Lily Allen),196893.0,True,2006.0,High,0.632,0.639,-5.938,No,0.00143,0.0,0.221,95.506,Pop
Sexy Love (Ne-Yo),220853.0,False,2006.0,High,0.693,0.516,-6.446000000000001,No,0.297,0.000127,0.0604,94.02,Pop
Too Little Too Late (JoJo),223680.0,False,2006.0,Low,0.535,0.823,-5.337999999999999,No,0.0113,3.88e-06,0.146,83.001,Pop
One (Mary J. Blige),260466.0,False,2005.0,High,0.344,0.8740000000000001,-3.161,No,,0.0,0.129,185.888,Pop
Ms. New Booty (Bubba Sparxxx),252653.0,True,2005.0,High,0.64,0.62,-5.931,Yes,0.016,0.0,0.0831,129.37,Pop
You Know I'm No Good (Amy Winehouse),256946.0,False,2006.0,High,0.705,0.8059999999999999,-3.6069999999999998,No,0.0132,0.00428,0.0701,103.383,Rock
What Hurts The Most (Rascal Flatts),214106.0,False,2006.0,High,0.537,0.674,-5.1339999999999995,No,0.0088,0.0,0.265,136.002,Rock
Dani California (Red Hot Chili Peppers),282160.0,False,2006.0,High,0.556,0.9129999999999999,-2.36,No,0.0193,8.59e-06,0.34600000000000003,96.184,Rock
I Don't Feel Like Dancin' (Scissor Sisters),288360.0,False,2006.0,High,0.7070000000000001,0.9229999999999999,-3.409,No,0.0195,0.0,0.342,108.023,Pop
So Sick (Ne-Yo),207186.0,False,2006.0,High,0.452,0.574,-8.336,Yes,0.24600000000000002,0.0,0.18899999999999997,92.791,Pop
Lips Of An Angel (Hinder),261053.0,False,2019.0,Low,0.474,0.7440000000000001,-5.386,No,0.0208,1.22e-06,0.209,129.005,Pop
"Steady, As She Goes (The Raconteurs)",215266.0,False,2006.0,Low,0.525,0.578,-4.563,Yes,0.0132,0.00916,0.10800000000000001,123.696,Rock
Chelsea Dagger (The Fratellis),215306.0,False,2006.0,High,0.511,0.815,-3.14,Yes,0.0491,0.0,0.0826,154.514,Rock
Where'd You Go (feat. Holly Brook & Jonah Matranga) (Fort Minor),231866.0,True,2005.0,Low,0.684,0.8190000000000001,-3.3089999999999997,Yes,0.262,0.00197,0.113,179.99900000000002,Pop
Stickwitu (The Pussycat Dolls),207506.0,False,2005.0,High,0.5479999999999999,0.5539999999999999,-6.4079999999999995,No,0.28300000000000003,0.0,0.0708,79.918,Pop
I Write Sins Not Tragedies (Panic! At The Disco),185586.0,False,2005.0,High,0.5660000000000001,0.815,-4.481,Yes,0.0737,0.0,0.12,169.96099999999998,Rock
Goodbye My Lover (James Blunt),258653.0,False,2005.0,High,0.43200000000000005,0.261,-12.591,No,0.953,0.0034200000000000003,0.0903,89.56700000000001,Pop
Ain't No Other Man (Christina Aguilera),228906.0,False,2006.0,High,0.862,0.742,-4.7219999999999995,Yes,0.0037600000000000003,0.00855,0.10300000000000001,127.91,Pop
The Rose (Westlife),219106.0,False,2006.0,Low,0.272,0.203,-9.706,No,0.784,0.0,0.0805,109.581,Pop
Is It Any Wonder? (Keane),186173.0,False,2006.0,Low,0.489,0.955,-2.7710000000000004,No,3.82e-05,0.000178,0.33399999999999996,129.352,Pop
No Tomorrow (Orson),167493.0,False,2006.0,Low,0.6559999999999999,0.624,-4.623,No,0.0065,0.0,0.278,124.08200000000001,Pop
I'm N Luv (Wit a Stripper) (feat. Mike Jones) (T-Pain),265333.0,True,2005.0,Low,0.731,0.368,-10.38,No,0.0054399999999999995,0.0,0.193,145.171,Pop
Black Horse And The Cherry Tree (KT Tunstall),172373.0,False,2005.0,High,0.748,0.7859999999999999,-7.787999999999999,No,0.32799999999999996,0.0,0.34,104.833,Pop
Unwritten (Natasha Bedingfield),259333.0,False,2004.0,Low,0.706,0.8,-6.332999999999999,No,0.00584,0.0,0.0822,100.01100000000001,Pop
America (Razorlight),249760.0,False,2006.0,High,0.447,0.568,-4.975,No,0.295,3.26e-06,0.355,90.93299999999999,Pop
You Give Me Something (James Morrison),213173.0,False,2006.0,High,0.5589999999999999,0.688,-6.496,Yes,0.21600000000000003,0.0,0.0855,79.753,Pop
You're All I Have (Snow Patrol),273333.0,False,2006.0,Low,0.467,0.9209999999999999,-4.553999999999999,No,5.479999999999999e-05,0.0566,0.17600000000000002,132.013,Pop
How to Save a Life (The Fray),262533.0,False,2005.0,High,0.64,,-4.08,No,0.26899999999999996,0.0,0.10099999999999999,122.035,Pop
I Wish I Was a Punk Rocker (with Flowers in My Hair) (Sandi Thom),151640.0,False,2006.0,High,0.7,0.465,-6.815,Yes,0.544,0.0,0.606,108.102,Pop
Welcome to the Black Parade (My Chemical Romance),311106.0,False,2006.0,High,0.217,0.905,-4.103,No,0.00028900000000000003,0.00011,0.222,96.95,Rock
In The Morning (Razorlight),222453.0,False,2006.0,Low,0.616,0.855,-3.495,No,0.00379,0.000863,0.318,124.191,Pop
Dirty Little Secret (The All-American Rejects),193653.0,False,2005.0,High,0.469,0.955,-4.253,No,0.000343,1.35e-06,0.5479999999999999,143.85299999999998,Pop
Wonderful World (James Morrison),210066.0,False,2006.0,Low,0.474,0.71,-4.606,No,0.0548,0.0,0.0974,78.969,Pop
Yo (Excuse Me Miss) (Chris Brown),229040.0,False,2005.0,High,0.536,0.612,-5.847,Yes,0.11900000000000001,0.0,0.209,86.76799999999999,Pop
Who Knew (P!nk),208493.0,False,2006.0,Low,0.688,0.7340000000000001,-4.569,No,0.00462,0.0,0.0756,140.004,Pop
Naive (The Kooks),203506.0,False,2006.0,High,0.391,0.8079999999999999,-6.209,No,0.0759,0.0,0.149,100.304,Rock
Bleeding Love (Leona Lewis),262466.0,False,2007.0,High,0.638,,-5.886,No,0.188,0.0,0.146,104.036,Pop
Umbrella (Rihanna),275986.0,False,2008.0,High,0.583,0.8290000000000001,-4.603,Yes,0.00864,0.0,0.0426,174.028,Pop
Gimme More (Britney Spears),251240.0,False,2007.0,High,0.7879999999999999,0.8440000000000001,-3.1310000000000002,No,0.25,0.000678,0.0723,113.324,Pop
Big Girls Don't Cry (Personal) (Fergie),268120.0,False,2006.0,High,0.708,0.6409999999999999,-4.296,No,0.205,0.0,0.0945,113.08200000000001,Pop
Valerie (feat. Amy Winehouse) - Version Revisited (Mark Ronson),219413.0,False,2007.0,Low,0.698,0.8440000000000001,-4.789,No,0.00253,0.000426,0.124,105.82799999999999,Pop
Hey There Delilah (Plain White T's),232533.0,False,2005.0,High,0.6559999999999999,0.29100000000000004,-10.572000000000001,No,0.872,0.0,0.114,103.971,Pop
What Goes Around.../...Comes Around (Interlude) (Justin Timberlake),448573.0,False,2006.0,High,0.687,0.723,-4.751,No,0.122,0.0010199999999999999,0.573,76.0,Pop
The Sweet Escape (Gwen Stefani),246466.0,False,2006.0,High,0.7559999999999999,0.77,-3.502,No,0.191,0.0,0.17800000000000002,119.961,Pop
The Way I Are (Timbaland),179120.0,False,2007.0,High,0.731,0.807,-6.492000000000001,No,0.18100000000000002,0.7509999999999999,0.319,114.759,Pop
Say It Right (Nelly Furtado),223080.0,False,2006.0,High,0.872,0.872,-6.327999999999999,Yes,0.0476,0.00112,0.0543,116.948,Pop
Let Me Think About It (Ida Corr),151973.0,False,2012.0,Low,0.762,0.754,-3.425,No,0.00022,0.0665,0.146,129.026,Rock
Destination Calabria - Radio Edit (Alex Gaudino),223111.0,False,2007.0,High,,0.9540000000000001,-4.803999999999999,No,0.0015,0.000814,0.292,128.016,Rock
Cry for You (September),209800.0,False,2007.0,High,0.767,0.8809999999999999,-3.988,No,0.00133,0.000139,0.0551,130.018,Pop
Smack That (Akon),212360.0,True,2006.0,Low,0.94,0.743,-5.166,No,0.317,0.0,0.0909,118.988,Pop
Give It To Me (Timbaland),234026.0,True,2007.0,High,0.975,0.711,-3.904,No,0.168,0.000552,0.0799,110.62100000000001,Pop
Ayo Technology (50 Cent),247946.0,True,2007.0,High,0.63,0.782,-5.44,Yes,0.0828,0.0,0.034,140.144,Pop
Proper Education - Radio Edit (Eric Prydz),198567.0,False,2007.0,Low,0.537,0.937,-4.543,No,0.0010199999999999999,0.035,0.0917,124.93799999999999,Pop
Put Your Hands Up For Detroit - Radio Edit (Fedde Le Grand),150533.0,False,2015.0,Low,0.8270000000000001,0.9309999999999999,-4.474,Yes,0.0153,0.21,0.0992,127.995,Pop
Like a Boy (Ciara),237053.0,False,2006.0,High,0.701,0.7240000000000001,-5.751,Yes,0.267,0.0,0.0867,132.035,Pop
Stronger (Kanye West),311866.0,True,2007.0,Low,0.617,0.7170000000000001,-7.858,Yes,0.00564,0.0,0.408,103.992,Rock
Beautiful Liar (Beyoncé),199853.0,False,2007.0,High,0.764,0.7509999999999999,,No,0.00554,0.00023700000000000001,0.16399999999999998,91.977,Pop
Cupid's Chokehold / Breakfast in America - Radio Mix (Gym Class Heroes),237173.0,False,2007.0,Low,0.584,0.6809999999999999,-5.084,No,0.495,0.0,0.289,79.702,Pop
I Wanna Love You (Akon),247066.0,True,2006.0,Low,0.865,0.45,-9.387,No,0.0359,1.28e-06,0.308,99.98899999999999,Pop
Crank That (Soulja Boy) (Soulja Boy),221933.0,False,2007.0,High,0.736,0.74,-2.18,No,0.515,0.0,0.0468,140.141,Pop
Make It Rain (Fat Joe),247413.0,True,2006.0,Low,0.7440000000000001,0.6970000000000001,-5.063,Yes,0.0106,0.0,0.0842,149.28,Pop
U + Ur Hand (P!nk),214386.0,True,2006.0,Low,0.7090000000000001,0.8909999999999999,-3.688,No,0.00144,0.0,0.034,141.04,Pop
Shut Up And Drive (Rihanna),212280.0,False,2008.0,High,0.735,0.826,-4.902,No,0.00101,0.129,0.19699999999999998,132.964,Pop
Get It Shawty (Lloyd),209533.0,False,2007.0,High,0.8220000000000001,0.905,-4.032,Yes,0.12300000000000001,0.0,0.0496,128.014,Pop
Can't Tell Me Nothing (Kanye West),271600.0,True,2007.0,Low,0.596,0.62,-6.132999999999999,No,0.0122,0.0,0.82,80.029,Rock
The Creeps - Fedde Le Grand Radio Mix (Camille Jones),152333.0,False,2006.0,Low,0.847,0.861,-6.632000000000001,No,0.278,0.028999999999999998,0.0626,127.89399999999999,Rock
What I've Done (Linkin Park),205613.0,False,2007.0,High,0.623,0.93,-5.285,No,0.0141,1.64e-06,0.138,120.119,Rock
Last Night (Keyshia Cole),255706.0,False,2007.0,High,0.9179999999999999,0.857,-5.032,No,0.166,0.0003,0.0855,121.006,Pop
Kiss Kiss (feat. T-Pain) (Chris Brown),250666.0,False,2007.0,High,0.7290000000000001,0.6579999999999999,-3.386,Yes,0.0506,0.0,0.0693,140.043,Pop
Party Like A Rock Star (Shop Boyz),253400.0,True,2007.0,High,0.619,0.7090000000000001,-4.633,No,0.00541,0.0,0.507,144.972,Pop
Paralyzer (Finger Eleven),208106.0,False,2007.0,High,0.644,0.9390000000000001,-3.486,No,0.157,0.0,0.233,106.031,Rock
Summer Love (Justin Timberlake),252973.0,False,2006.0,High,0.606,0.591,-7.228,No,0.0756,0.0,0.32799999999999996,95.802,Pop
This Is Why I'm Hot (MiMS),253706.0,True,2007.0,Low,0.621,0.6,-6.349,Yes,0.27699999999999997,0.0,0.495,80.021,Pop
Make Me Better (Fabolous),253573.0,True,2007.0,High,0.607,0.599,-6.886,No,0.33,0.0,0.19899999999999998,86.491,Pop
Fake It (Seether),193893.0,True,2007.0,High,0.611,0.95,-3.509,No,0.00141,1.59e-06,0.0543,132.078,Rock
Patience (Take That),202066.0,False,2006.0,High,0.309,0.7829999999999999,-4.154,No,0.142,1.11e-06,0.11800000000000001,175.78799999999998,Pop
Brianstorm (Arctic Monkeys),172866.0,False,2007.0,High,0.42,0.9740000000000001,-4.706,Yes,8.149999999999999e-05,0.00155,0.0871,165.18200000000002,Rock
My Love (feat. T.I.) (Justin Timberlake),276160.0,False,2006.0,High,0.7709999999999999,0.68,-5.881,Yes,0.27699999999999997,1.18e-05,0.682,119.95200000000001,Pop
Glamorous (Fergie),246600.0,True,2006.0,High,0.8109999999999999,0.757,-6.447,Yes,0.298,0.0,0.10300000000000001,130.993,Pop
Bleed It Out (Linkin Park),166373.0,True,2007.0,High,0.529,0.9670000000000001,-3.647,No,0.114,0.0,0.61,140.127,Rock
Teenagers (My Chemical Romance),161920.0,False,2006.0,High,0.46299999999999997,0.857,-3.063,No,0.0506,0.0,0.184,111.647,Rock
Acceptable in the 80's (Calvin Harris),333680.0,False,2007.0,Low,0.787,0.8079999999999999,-5.454,No,0.0143,0.257,0.0466,127.99,Pop
About You Now (Sugababes),212400.0,False,2007.0,High,0.584,0.6990000000000001,-6.065,No,6.52e-05,6.05e-05,0.486,82.499,Pop
Girlfriend (Avril Lavigne),216600.0,True,2007.0,High,0.56,0.9590000000000001,-2.4330000000000003,No,0.000722,0.000221,0.209,163.983,Pop
Because Of You (Ne-Yo),266840.0,False,2007.0,High,0.81,0.5379999999999999,-5.784,No,0.528,,0.0951,109.97,Pop
It's Not Over (Daughtry),215173.0,False,2016.0,Low,0.45,0.9209999999999999,-3.4760000000000004,No,0.0467,0.0,0.311,145.959,Pop
Walk It Out (Unk),173040.0,True,2013.0,Low,0.794,0.777,-3.696,No,0.0982,0.0,0.20199999999999999,160.02200000000002,Pop
You (Lloyd),273133.0,False,2007.0,High,0.41200000000000003,0.8759999999999999,-6.007999999999999,Yes,0.102,0.0,0.297,130.159,Pop
Golden Skans (Klaxons),165120.0,False,2007.0,High,0.46299999999999997,0.836,-2.7760000000000002,No,0.00041799999999999997,7.38e-06,0.25,141.955,Rock
Bartender (feat. Akon) (T-Pain),238800.0,True,2007.0,Low,0.675,0.39399999999999996,-8.539,Yes,0.0611,0.0,0.214,104.98700000000001,Pop
The Way I Live - Main Explicit (Baby Boy Da Prince),324906.0,True,2006.0,Low,0.88,0.43799999999999994,-7.562,Yes,0.0147,0.0,0.0907,90.02,Pop
Fergalicious (Fergie),292373.0,True,2006.0,High,0.9059999999999999,0.584,-7.72,Yes,0.0576,0.0,0.128,129.055,Pop
Ice Box (Omarion),256426.0,False,2006.0,Low,0.775,0.731,-5.446000000000001,Yes,0.18899999999999997,0.0,0.129,131.105,Pop
On the Hotline - Amended Version (Pretty Ricky),242586.0,False,2007.0,Low,0.7040000000000001,0.8540000000000001,-5.477,Yes,0.0185,0.0,0.14800000000000002,92.988,Pop
Rockstar (Nickelback),252040.0,False,2005.0,High,0.616,0.91,-3.0039999999999996,No,0.0459,0.0,0.34299999999999997,144.072,Rock
Thnks fr th Mmrs (Fall Out Boy),203506.0,False,2007.0,High,0.45899999999999996,0.8909999999999999,-5.0569999999999995,No,0.00511,0.0,0.106,154.83700000000002,Rock
LoveStoned / I Think She Knows (Interlude) (Justin Timberlake),444333.0,True,2006.0,Low,0.8590000000000001,0.6809999999999999,-6.247000000000001,No,0.34,0.000161,0.213,121.243,Pop
"Dear Maria, Count Me In (All Time Low)",182826.0,False,2007.0,High,0.45899999999999996,0.895,-3.1260000000000003,No,0.00725,0.0,0.20600000000000002,181.04,Rock
Back To Black (Amy Winehouse),241293.0,True,2006.0,High,0.40299999999999997,0.42200000000000004,-13.964,No,0.134,2.05e-05,0.0861,122.728,Rock
Let It Go (Keyshia Cole),238360.0,False,2007.0,Low,0.8079999999999999,0.721,-5.165,Yes,0.19699999999999998,0.0,0.205,94.955,Pop
Promise (Ciara),267413.0,False,2006.0,Low,0.6970000000000001,0.629,-5.757000000000001,No,0.409,3.8e-06,0.0819,123.279,Pop
Do You Know? (The Ping Pong Song) (Enrique Iglesias),219533.0,False,2007.0,Low,0.753,0.759,-4.829,No,0.0523,0.0,0.0263,114.999,Pop
Heartbroken - Edit (T2),178613.0,False,2017.0,Low,0.716,0.757,-5.438,No,0.0258,0.00392,0.16,139.986,Rock
With Every Heartbeat (Robyn),254920.0,False,2005.0,Low,0.47700000000000004,0.865,-4.462,No,0.00877,4.52e-05,0.271,120.87200000000001,Pop
Makes Me Wonder (Maroon 5),211080.0,True,2007.0,High,0.8029999999999999,0.851,-2.4290000000000003,No,0.00485,0.00035800000000000003,0.0577,113.99600000000001,
"This Ain't A Scene, It's An Arms Race (Fall Out Boy)",212040.0,False,2007.0,High,0.435,0.887,-4.07,No,0.0007469999999999999,0.0,0.0327,199.935,Rock
Misery Business (Paramore),211520.0,False,2007.0,High,0.517,0.9059999999999999,-3.677,No,0.0027199999999999998,9.26e-06,0.113,172.977,Pop
Better Than Me (Hinder),223533.0,False,2019.0,Low,0.451,0.682,-5.295,No,0.205,0.0,0.175,139.91299999999998,Pop
"Pop, Lock & Drop It - Video Edit (Huey)",261026.0,False,2006.0,Low,0.723,0.644,-6.8629999999999995,Yes,0.0030800000000000003,0.0,0.35200000000000004,144.09,Pop
The Pretender (Foo Fighters),269373.0,False,2007.0,High,0.433,0.9590000000000001,-4.04,No,0.000917,0.0,0.027999999999999997,172.984,Rock
Shawty (feat. T Pain) (Plies),255413.0,True,2007.0,High,0.444,0.708,,Yes,0.0419,0.0,0.0775,105.412,Pop
Ruby (Kaiser Chiefs),204200.0,False,2007.0,High,0.451,0.9390000000000001,-2.82,No,0.00673,4.85e-06,0.0774,93.416,Rock
Stop Me (feat. Daniel Merriweather) (Mark Ronson),232946.0,False,2007.0,Low,0.626,0.9059999999999999,-4.334,No,0.00128,8.52e-06,0.13699999999999998,118.035,Pop
Outta My System (feat. T-Pain & Johntá Austin) (Bow Wow),238266.0,False,2006.0,Low,0.772,0.59,-6.957000000000001,Yes,0.0917,0.0,0.10099999999999999,83.99799999999999,Pop
We Fly High (Jim Jones),236080.0,True,2006.0,Low,0.685,0.8,-6.564,Yes,0.0847,0.0,0.092,120.226,Pop
Face Down (The Red Jumpsuit Apparatus),192000.0,False,2006.0,High,0.545,0.932,-2.189,No,0.000665,0.0,0.127,92.956,Pop
Grace Kelly (MIKA),,False,2006.0,High,0.675,0.828,-5.7989999999999995,No,0.0242,0.0102,0.364,122.229,Pop
Candyman (Christina Aguilera),194213.0,False,2006.0,High,0.6859999999999999,0.789,-4.713,Yes,0.0125,0.0147,0.142,172.976,Pop
